,Tweet,User,retweet_counts,Like_count,Verfication
237,"Farmers protesting against a law for 2+ months in such sever cold of North India but still the Government is adamant to not take it up to parliamentary committee for discussion.

Something seems to be fishy here!
#FarmersProtest",1495296798,0,24531,False
238,"Visit: https://t.co/MtegKqjqoN

#BitrotaTALENTCoinileKazan #WandaVision #BBB21 #COVID19 #dogecoin #Bitcoin #KGFChapter2 #エヴァQ #FarmersProtest #ساعه_استجابه #Clubhouse #DOGE #silhouettechallange #art #Real_AkunPromote #Friday #KGFChapter2onJuly16 #GameStop #TGIF https://t.co/keujOb9dhr",1243836887485145088,1,68,False
239,"Just wait &amp; watch if this #FarmersProtest #SinghuBorder #ghazipurborder continues &amp; the neech Ranga billa get further exposed, nation will face difficulties which even during emergency the citizens did not faced.Brace for it the SC/ED/IT/EC/Police all agencies are with stooges.",146330763,0,48442,False
240,"This attitude towards farmers is not right.  Don't remind the chiefs of the past of 1984.  Otherwise, the end will be terrible. And history will never forgive Modi
#PeacefulProtestContinues
#FarmersProtest https://t.co/8TVId88uMI",1315686224368107521,0,357,False
241,An attention diverter from modi government from #FarmersProtest https://t.co/l1ENxiN7UX,2464525653,0,31254,False
242,"@t_d_h_nair Insider job -done to convey that Modi's life is at risk from the Farmers
#FarmersProtest",101240374,0,34137,False
243,"@GabbbarSingh Wondering if you understood need for that reform in 1991 and this #FarmersProtest thoroughly. 
Yeah you didn't get any of it. Just spewing random shit.",1303188748042002432,1,393,False
244,"Shame on you @narendramodi  @BJP4India @AmitShah 
#FarmersProtest #BoycottBJP #OurFarmersOurPride #IStandWithFarmers https://t.co/YNSPWM9Dvs",1409512490,0,2687,False
245,"I am sure #FarmersProtest (riots) on 26th Jan was in no way related ... #DelhiBlast
WDYS https://t.co/N7XvuUJaYd",1287386995,0,368,False
246,"@NimmyAli @Arsalankhalid02 @WasimSaikh12 @asifkhaniyc @neta_jii @nikiayushi @RadhikaBarman5 @PriyaJoshi_PJ @Sabnam_IYC @usersahadattiya @Mosarra30650416 Pic speeks itself ... I can see majority of dadhi wale farmers. Believe me they are a cause of trouble for any nationalist govt.

#SinghuBorder 
#FarmersProtest",1251790564871159808,0,549,False
247,"#National: Hundreds of tractors with the tricolour and flags of farm unions were parked along city roads, disrupting traffic movement

#FarmersProtest #MahaPanchayat #Singhu  https://t.co/WAvShQ64Kn",895966977407074304,0,345,True
248,"Each soul matters. Those farm laws are not above life of innocent people. No matter from what state, caste, religion, ethnicity people are of.

#FarmersStandingFirm 
#FarmersProtest 
#FarmBills2020 
#FarmerProtest",2151283422,1,1447,False
249,"Delhi CM reaches blast site and offers full support to the organisations willing to carry out such acts.

Water, food and free electricity to be sanctioned. AAP in solidarity with the blasts. #delhiblast #FarmersProtest #singhu",802962917956014080,3,6899,False
250,"RSS / BJP Goons at #FarmersProtests  site 😡.

#मोदी_कायर_है 
#किसान_आंदोलन_जारी_रहेगा 
#FarmersProtest https://t.co/lfQJlfLj9k",1277724808097087488,25,20828,False
251,#FarmersProtest I suport farmers@narindermodi@kisanektamorcha,1313746448320655360,0,18,False
252,"After all they disrespected a religious symbol, hurt religious sentiments of a community and created chaos with their baseless claims.
#FarmersProtest 
#TraitorNotTractor 
#NishanSahib 
#FarmersStandingFirm",796396437948874752,0,256,False
253,"May be...🤔
Aaj ka dress code ""white &amp; pink""😒
#FarmersProtest https://t.co/K1HB2muFmV",913707522871017472,2,1043,False
254,"Everything will be remembered.
#FarmersProtest https://t.co/wFUqqI27Yc",1340681820736634882,0,100,False
255,"@JoeBiden @KamalaHarris US based Terrorists seem emboldened since u took office @POTUS. These guys blew up 351 innocents in 85(kanishka)

@narendramodi @DrSJaishankar @BJP4India @IndianEmbassyUS 

#RepublicDay2021 #RepublicDay #farmersrprotest #KhalistaniExposed #FarmersProtest https://t.co/s8O97fe7BB",1259889588367171584,0,146,False
256,@CNNnews18 @smritiirani who caused violence today?? Were you sleeping when all the attacks on the farmers happened. #PeacefulProtestContinues #FarmersProtest #FarmersProtest #WeSupportFarmers #farmersrprotests #BJPGoonsAttackingFarmers,487194060,0,381,False
257,"⭕Dalal Khan Sir:

⭕. Not a single bullet was fired, still he is spreading misinformation.

⭕. ""Wo raasta bhatak gaye the"", 

⭕#bharatidea #indicwing #farmersprotest #किसानआंदोलन2020 #khansir #khansirmemes #RakeshTikait https://t.co/Sn3wDUZeVt",2429505565,0,252,False
258,"In the Pic- A Sikh Farmer injured by BJP-RSS Goons while Police looks on. BJP trying a repeat of 1984 Sikh Genocide.

#FarmersProtest #kisaanmajdoorektazindabad #i_support_rakesh_tikait_challenge￼ https://t.co/b21fZI4AfY",1336240024409411589,0,0,False
259,"@sudhirchaudhary @RubikaLiyaquat @RajatSharmaLive see terrorist face 

#GodiMedia 
#मोदी_कायर_हैं 
#FarmerTikaitVsModiDakait 
#FarmersProtest https://t.co/1uVwdmNkae",199594026,2,121,False
260,"@JackSpa69022811 I also
#FarmersProtest 
#BJPGoonsAttackingFarmers",1220677843438276609,2,2832,False
261,I see the paid #BJP #Fascist goons have been pelting farmers with stones on the #SinghuBorder while the police watch and do nothing. #India is not a democracy... it’s a dictatorship. #FarmersStandingFirm #FarmersProtest,332422427,2,671,False
262,"Blast near Israel embassy in Delhi: No one injured, few cars damaged
#DelhiBlast #IsraelEmbassy #DelhiNews #DelhiUnderAttack #Delhi #FarmersProtest #FarmLaws https://t.co/wLipcS0cpF",1070955532704468992,0,797,False
263,"People who gathered in thousands in #Muzaffarnagar today on the call of Naresh Tikait when asked - ""Are you ready to go to Delhi right now?"", reply ""Yes, we are!""

मोदी जी और योगी जी, होश में आओ,
कह रहे है हम, अभी भी मान जाओ! 

#FarmersProtest 
#गाजीपुर_बॉर्डर 

@rkeshtikait https://t.co/JJHwb14Y5h",347349981,6,2285,False
264,Difference between Godi media and Actual media! Say no to #GodiMedia. Watch peaceful rally videos of 99% farmers. #मोदी_कायर_है #FarmerTikaitVsModiDakait #FarmersProtest #BJPGoonsAttackingFarmers #KisanAndolan #KisanEktaZindabad #गाजीपुर_बॉर्डर #FarmersStandingFirm https://t.co/JsTt3fIdAK,546819369,0,1689,False
265,Who are these locals who always appears with full face covered and with full police support?? #FarmersStandingFirm #FarmersProtest #FarmersProstests,1620503143,0,17404,False
266,"Bias @Twitter thousands of policeman are injured but Twitter is still showing this pretension video.

#DelhiUnderAttack 
#DelhiViolenceConspiracy 
#FarmersProtest 
#FarmersProtestHijacked https://t.co/tZMIPhRmfa",1272769865049243648,0,2487,False
267,"Anna Hazare To Begin Protest From Tomorrow In Support Of Farmers. 

#AnnaHazareisback 
#RakeshTikait 
#FarmersProtest 
#BlockGodiMediaOnSocialMedia 
#OurFarmersOurPride https://t.co/YI2lQcndZ8",1214392600288841728,0,26,False
268,@RajatSharmaLive What type of Journalism is this that all Godi media was silent when almost hundred #Farmers died and today became active all of a sudden with new agenda to defame #FarmersProtest? Who is sponsoring these type of Journalists and what is their Hidden Agenda?,2830041998,0,67794,False
269,"the bomb was in flowerpot at road divider. 

seems farmers gang me se hi kisine fenka ahi road side while on way.

#DelhiBlast
#FarmersProtest 

Khalisthan, naxal, isi, congress, app, pakisthan n china sab mile hur hai.",1247447931424133120,0,33,False
270,Diversion Coming In To Divert the attention from #FarmersProtest,134016191,1,32503,False
271,@RajatSharmaLive What type of Journalism is this that all Godi media was silent when almost hundred #Farmers died and today became active all of a sudden with new agenda to defame #FarmersProtest? Who is sponsoring these type of Journalists and what is their Hidden Agenda?,2830041998,1,67794,False
272,Please watch! Account by an American cardiologist at the frontlines in Delhi on Jan 26th! #farmersprotest  https://t.co/Yb1ZNuCv1B,444871422,0,6333,False
273,"#DelhiPolice conducts raid in #Jalandhar to nab man who hoisted flag at Red Fort
#FarmersProtest 
LIVE: https://t.co/idyKdGrbSB https://t.co/M4LYe1XDZT",19897138,9,4439,True
274,"@harpfarmer I will not !! And believe me I am India !!

I will accept to die of hunger .. instead of bowing to such dual faced farmers 🙏🙏
#SinghuBorder 
#FarmersProtest https://t.co/AN8KqFPpeq",1251790564871159808,0,549,False
275,@RajatSharmaLive What type of Journalism is this that all Godi media was silent when almost hundred #Farmers died and today became active all of a sudden with new agenda to defame #FarmersProtest? Who is sponsoring these type of Journalists and what is their Hidden Agenda?,2830041998,0,67794,False
276,@RajatSharmaLive @indiatvnews What type of Journalism is this that all Godi media was silent when almost hundred #Farmers died and today became active all of a sudden with new agenda to defame #FarmersProtest? Who is sponsoring these type of Journalists and what is their Hidden Agenda?,2830041998,1,67794,False
277,Pl give latest defination of 'KISAN' gathered at #sindhuborder and other Delhi borders. #KisanAndolan #FarmersProtest https://t.co/ZW91jAnvpt,1435833433,1,8429,False
278,@RajatSharmaLive What type of Journalism is this that all Godi media was silent when almost hundred #Farmers died and today became active all of a sudden with new agenda to defame #FarmersProtest? Who is sponsoring these type of Journalists and what is their Hidden Agenda?,2830041998,2,67794,False
279,@TajinderBagga So what? Tum chahte ho encounter ho ? #FarmersProtest,933237590697766912,0,34076,False
280,"“According to farmer leader Abhimanyu Kolar, the situation at Singhu Border is absolutely normal and there is no need to panic.” 

#FarmersProtest #MahaPanchayat #IStandWithFarmers https://t.co/A9b0d4LnSf",1163852438006190080,2,21032,False
281,@PMOIndia @narendramodi #FarmersProtest #supportfarmerprotest #SaveFarmersSaveIndia please listen to farmers otherwise this govt repeat history of last congress govt.,1176807661548920832,0,21,False
282,"It seems like India is quickly learning how to fight against a Fascist regime.
#FarmersProtest #IndiaVsPMModi",72848480,1,2237,False
283,"Not this simple Swati.
#FarmersProtest https://t.co/vDrfiAXQvk https://t.co/J0hewssmZP",326641871,12,15832,False
284,@RajatSharmaLive What type of Journalism is this that all Godi media was silent when almost hundred #Farmers died and today became active all of a sudden with new agenda to defame #FarmersProtest? Who is sponsoring these type of Journalists and what is their Hidden Agenda?,2830041998,3,67794,False
285,@sudhirkant399 @AmitMukherji15 @AjayHindusthani @kaberidas18 SEE THE PIC AND REPLY HOW VIOLATING #CONSTITUTIONOFINDIA RULES 19 ( 1) HOW PEACEFUL PROTEST OF #FARMERSPROTEST CAN BE STOPPED ?  WT IS GOING ON  IN A #DEMOCRATIC COUNTRY?WILL U REPLY IS IT RULE OF #HITLER #MUSSOLINI https://t.co/epmoTYDsJY,1097027869144805376,0,15606,False
286,"500 ML Juice completely FREE on purchase of 1l juice
Also Get Free Shipping on All Orders till 8PM Today

Aloe Vera : https://t.co/4ZQYo7prpu
Amla : https://t.co/jIo3muV4p5
Kerela Jamun : https://t.co/1savoZGFdU
Giloy Tulsi : https://t.co/9r48Ni4XV2

#FarmersProtest #Farmers",1316988632058662912,0,298,False
287,Point #FarmersProtest #FarmersStandingFirm https://t.co/iNPGF9VYTD,137383784,0,557,False
288,"My ground report on #india 's  #RepublicDay2021 #FarmersProtest #farmersparade in #Delhi
...
#FarmBills2020
#FarmerProtest
#FarmLaws
#FarmersProtest
#RepublicDayParade
#RepublicDayIndia
#RepublicDay
#RepublicDayViolence

https://t.co/KnbhH6bet5",49931679,0,302,False
289,"जिगर है.... 

I am with Indian Farmers.
I am with Rakesh Tikait.

#मोदी_शहा_कायर_हैं 
#supportfarmers 
#FarmersProtest",838362301761744898,1,20139,False
290,"#FarmersStandingFirm #FarmersProtest why everytime this incompetent govt can't handle any issue, ""locals"" always come with full face covered wd full police support. 

@AmitShah mota bhai please change ur modus operandi first in JNU then in Shaheen bagh and now on sindhu border.",1620503143,0,17404,False
291,"And the reverse counting started.🤓
#FarmersProtest https://t.co/QsXGFYlSUP",1298448840605855754,0,208,False
292,"""True nationalist"" would be so greatful today. Y'all can sleep peacefully today but before that don't forget to eat some food grown by these terrorists using there AK47's 
#singuborder #FarmersProtest #BJPGoonsAttackingFarmers https://t.co/k4ofVb28ba",1284000555111571456,2,1415,False
293,"@BJP4India
Watch this is how your workers and goons making clash at Singhu protest sight
Shame on you BJP and RSS
#SinghuBorder #FarmersProtest https://t.co/uQlpZAq9rl",1332916110216351745,0,788,False
294,"Why don't Delhi ppl question the state govt?   They are adding fuel to the  #FarmersProtest  by supplying power, water etc, sending their ministers to provoke.  High tome the Delhi voters question their motive.",1035415374924115968,0,128,False
295,"@BJP4India @smritiirani Amit Shah will be responsible for any attack on BJP leaders and workers in the Future...
War started..
#IndiaVsPMModi 
#FarmersProtest 
#Standwithfarmerschallenge",1352649046616285184,0,70,False
296,"ABP News tried to connect Delhi blast with #FarmersProtest !

#KisanEktaZindabad",1320359299894292481,0,802,False
297,"@Uppolice @myogiadityanath @myogioffice attention requested against @LambaAlka speeding fake news and trying to create violence in the society
#FarmersProtest #Congress https://t.co/RzaXVsvfJT",3244137176,0,33370,False
298,"#GodiMedia will not be showing the #Fascism in #Modi #India .. #FascistBJP #BJP 
#FarmersProtest https://t.co/fooxOwUReS",332422427,2,671,False
299,"Farmar To Modi Government

#मोदी_कायर_हैं #FarmerTikaitVsModiDakait #GodiMedia 
#FarmersProtest https://t.co/QuYja2Ua0F",1333048359842562057,1,2479,False
300,"Anna Hazare to launch indefinite fast against farm law from tomorrow 😂
Footage khane ko fir se aa gaya yeh, koi toh attention de do inko bhi thoda sa🤪
#FarmersProtest #FarmBills2020",916774032296611840,0,121,False
301,@BJP4India @smritiirani @Twitter @Facebook why is @RahulGandhi account not suspended as Donald Trump? @RahulGandhi is threatening bloodbath in every city in the name of #FarmersProtest,1352912052218523648,0,66,False
302,"Ms @smritiirani ma’am, 
When will @BJP4India admit the real threat to India. 

#DelhiUnderAttack is an engineered REGIME CHANGE anarchy by @RahulGandhi. 

#FarmersProtest has been a front. 
#RedFort and #DelhiBlast it’s escalation. 

Be prepared for a #TahrirSquare in #Delhi. https://t.co/AeIT8CIPs8",310348902,0,250,False
303,@swetatripathi14 Low intensity blast &amp; no injuries reported yet it's being covered madly by Godi media. Misplaced priority by Modi media to distract public from #FarmersProtest,304800689,0,11,False
304,"@RSSorg was illegal for a long time.  It needs to go back to being illegal with all of its branches

#BJPGoonsAttackingFarmers
 #FarmersProtest https://t.co/hrX470m6Bq",1192738126852177920,1,28896,False
305,Daily traffic chaos. Common People of delhi &amp; Noida suffering. Roads need to be cleared. Farmers agitation should end. #FarmersProtest #ghazipurborder  @PMOIndia @Uppolice @CMOfficeUP,941589266,0,8,False
306,"Why are the goons aiming Singhu and Tikri? Because Ghazipur ton chapedaan painn da khatra. 

#FarmersProtest",47938611,7,14996,False
307,"@RahulGandhi This time I will really appreciate..U are doing the best ""politics of all time "",Using the scenario ,Using every single dias for ""ur promotion ""..Using pictures for targeting ""..CINEMETIC RAJNEETI !!Any beware of AAP they are also giving u tough fight #FarmersProtest politics",849363559213670400,0,185,False
308,"@AutoRaja1212 Well said brother.

#ghazipurborder #GodiMedia #Delhi #OurFarmersOurPride #FarmersProtest",1042062726376423428,0,91,False
309,"Politicians r same

#FarmersProtest 

@majorgauravarya @danvir_chauhan @kakar_harsha  @RahulGandhi @ArvindKejriwal @AmitShah @myogiadityanath @mlkhattar @drharshvardhan @dgpup @CPDelhi @narendramodi @msisodia @Shehzad_Ind @shaziailmi @ShahnawazBJP @anilvijminister @police_haryana https://t.co/GfFx6fkVYx",1354038576451751936,0,510,False
310,"The exact location of the blast was outside Jindal House, few metres away from #IsraelEmbassy. 3 cars damaged, forensic teams suspect use of black powder. The IED was hidden near the pavement. #Delhi #DelhiUnderAttack #DelhiBlast #India #IsraelEmbassy #FarmersProtest #FarmerLaws https://t.co/hWF9Uj3ZWr",1070955532704468992,2,797,False
311,"I am legit waiting for these guys to connect this super serious Israel embassy minor blast with the current farmer's protest. 

Let's see what happens next.
#FarmersProtest 
#PeacefulProtestContinues 
#DelhiBlast
#Israel 
#Israel",2261018192,0,624,False
312,"Govt., Police, Media, Judiciary - All together
Vs
Farmers 
Democracy anyone? #FarmersProtest",74797372,1,31021,False
313,"@Jana_Shah It will be branded to Muslims in Farmers protest and then there is a reason for Indians to blame #Pakistan since people chanted slogans and then, Doval boys will target #FarmersProtest as what they did in Op Blue Star.",1279350832455188481,0,2246,False
314,This #FarmersProtest is to win over this fascist govt...it is b'coz the fascist should be given a fight.. yahi dharam hai.,160464149,0,12432,False
315,"Mob linching by Amit Shah's Delihi Police
#IndiaVsPMModi 
#indiavsmodi 
#farmersrprotest 
#FarmersProtest https://t.co/ZCpgGi25SQ",3121522489,3,696,False
316,101 year old All India Catholic Union #AICU supports Indian Farmers  and their #FarmersProtest https://t.co/BFEqX20MPx,24855741,2,24266,False
317,"Shame on you @narendramodi 
@AmitShah 
You failed this country.

#FarmersProtest 
#BoycottBJP 
#IStandWithFarmers 
#GodiMedia",1409512490,0,2687,False
318,"People forget that by attacking Israel embassy in Delhi these people have caused trouble for themselves. Israéliens don’t forgive they’ve forgotten... 

Hahaha they messed not just with India but Israel too. 

#IndiaWins #FarmersProtest #DelhiBlast",2514757392,16,16576,False
319,"This is the picture of the farmer who died when allegedly his tractor overturned.
But doctors say this is a bullet wound , where was @sardesairajdeep  wrong . This matter was covered up probably with pressure from the HM @AmitShah 

#FarmersProtest https://t.co/TkslPuIl4u",4016298674,2,4652,False
320,"@OutlawedTune @anuragteddy Trying to divert the attention from Farmers protest to Blast.
SANGHIS are nervous wait and watch many more drama to come. 
They will try make it HINDU Muslim soon. 
#FarmersProtest",1233394527223701505,1,46850,False
321,Watch this video before taking support of Akali Dal🙏 #FarmersProtest https://t.co/ONF0d7uDVo,1307943354148163584,0,8460,False
322,"7. A set of pictures show a #Sikh man with whip #marks on his back claiming that he  was #injured during #FarmersTractorRally on #RepublicDayIndia.

 Fact: The picture is from 2019 when a father and son duo were #beaten by #Delhipolice. 

#FarmersProtest #TractorRallyViolence",1083405188449198080,0,681,False
323,"1. An image shared on social media  shows #CocaCola is supporting #FarmersProtests   

Fact: The picture is #morphed. #CocaCola has not launched any #brand in the support of #FarmersProtest .",1083405188449198080,0,681,False
324,Arrange satellite phones to make a link between different borders and leaders #FarmersProtest #RakeshTikait #ghazipurborder #SinghuBorder #kundali https://t.co/Arhi5zK6YL,4201780456,0,4620,False
325,"Secular govt always best for public welfare. 
#BycottAnnahazare #RakeshTikait #gazipurborder #GodiMedia #FarmerTikaitVsModiDakait #GodiMediaHataoDeshBachao
#FarmersProtest #KisanAandolan #FarmersProstests @INCIndia @RahulGandhi @priyankagandhi @nsui @IYC https://t.co/hfHx37Vjsr",1260203348076007424,0,14647,False
326,Imagine if every conscience driven person in this country contributes to the #truth by completely boycotting these north-korean propaganda driven #fakenews channels and newspapers. #FarmBills2020 #FarmersProtest,21041585,0,3856,False
327,"Locals are fed up with farmer protest as it is ruining their daily lives and disrespecting the nation. Now Locals are standing against violent farmers. 
#TikriBorder #Salute2DelhiPolice #FarmersProtest  https://t.co/nrrLAG6X3q via @YouTube",141513369,0,95,False
328,"We won't stop.  
We will survive and thrive.  It's been more than 65 days of opportunity that @PMOIndia had to fix his series of disasters. 

#FarmerTikaitVsModiDakait #FarmersProtest https://t.co/TROzYV6XH0",1192738126852177920,0,28897,False
329,"No langar was allowed no water tankers were allowed then how these goons were allowed by the police? 
#FarmersProtest https://t.co/9Xm51m1clN https://t.co/bCr9avVRUA",748539746851381249,0,198,False
330,At Ghazipur to show my support! #FarmersProtest #Ghazipur https://t.co/E5YMerzckc,119290267,8,2623,False
331,"Thousands of farmers from Muzaffarnagar, who attended the Kisan Mahapanchayat against Centre's #FarmLaws have decided to proceed towards #GhazipurBorder from Saturday to support the #FarmersProtest. #ITPhotoblog
(Photos: Harish Kandpal)

LIVE updates - https://t.co/5w1x2vJGDz https://t.co/52ZZdmKUXp",19897138,17,4439,True
332,Seems like india is going under Dictatorship rule now.. such a shameful act #deathofDemocracyinIndia #shamelessBJP #FarmersProtest #KisanEktaZindabad https://t.co/io2fmMPnEM,2911170132,0,85,False
333,"@BJP4India @smritiirani @AmitShah do u want to explain something
Salue riots expert first in Gujrat now in Delhi on name of #FarmersProtest 
#SHAMEONMODIGOVERNMENT https://t.co/qWQhf3kGrD",1244185226433007616,0,394,False
334,"Modi will be a disaster for india : Dr Manmohan Singh
#IndiaVsPMModi #SinghuBorder
#FarmersProtest #gazipurborder
https://t.co/TnKUCOsFwj",831897744310726656,0,2153,False
335,The #locals of that area shouldn't allow any protests to take place in and around their area.  It should be their responsibility to secure their place. Else our nations security is under threat #FarmersProtest #Delhiblast,1035415374924115968,0,128,False
336,"""Goli Maaro"" gang at #Singhu.

They're telling the cops to do their job else they will have to do it.
#Farmersprotest #SinghuBorder #BJPGoonsAttackingFarmers https://t.co/YiRjm8dHJI",2436245181,1,11,False
337,"#BreakingNews: Bomb blast near the #Israeli embassy in New Delhi, #India.  Several cars were damaged.  Today is the 29th anniversary of Israel-India diplomacy.  
On the other hand, #FarmersProtest is also going on in Delhi.
#Israel #IndianRepublicBlackDay https://t.co/GyMtIQHkI2",1038790169103495169,0,14416,False
338,"Anna Hazare is essentially BJP's Bernie Sanders, his task involves marshaling and absorbing the energy of the progressive left and shepherding them into oblivion. Don't be fooled again!

Stay with #FarmersProtest, fight #BJPGoonsAttackingFarmers on #Singhu!✌🏼 https://t.co/NfXrR37jtN",918768335189184512,1,3691,False
339,"@ABPNews @awasthis ""Facing winter chills for POLITICS""? 
""Out of their home's comfort zone on borders for more than 2 months for POLITICS""? 
#FarmersProtest",700975680624816128,0,7701,False
340,"Country Over Party! Always 
Jai Hind 🇮🇳

If your blood doesn’t boil seeing what’s been happening - then don’t call yourself an Indian 

#India #Delhi #DelhiViolenceConspiracy #SinghuBorder #FarmersProtest #KhalistaniTerrorists",1338216647849627650,11,9002,False
341,"Us govt think so ?

#BycottAnnahazare #RakeshTikait #gazipurborder #FarmerTikaitVsModiDakait #GodiMediaHataoDeshBachao
#FarmersProtest #KisanAandolan #FarmersProstests @INCIndia @RahulGandhi @priyankagandhi @nsui @IYC https://t.co/LgZ0Szk3P6",1260203348076007424,0,14647,False
342,I’m so worried about all the elderly folks protesting at the borders now that the BJP goons have infiltrated their areas. I really do pray the young folks protesting team up and protect them. #FarmersProtest,46679529,0,32085,False
343,"Never argue with andh bhakt...he will drag you down to his idiotic level and will beat you with experience.
#FarmersProtest #supportfarmers #GodiMedia #farmersrprotests #Ghazipur #SinghuBorder",45860635,0,447,False
344,@RubikaLiyaquat What type of Journalism is this that all Godi media was silent when almost hundred #Farmers died and today became active all of a sudden with new agenda to defame #FarmersProtest? Who is sponsoring these type of Journalists and what is their Hidden Agenda?,2830041998,8,67794,False
345,"Delhi Singhu Border : Heavy commotion at Singhu border, stone pelting between farmers and other protesters, police lathi charged.
#FarmersProtest 
#FarmBills2020 
#FarmLaws 
#SinghuBorder https://t.co/G8zuc5DCLl",1030023559047917568,0,102,False
346,"Question: Why Israel embassy? 
Answer: Jihadis hate Israel 

So, have Jihadis infiltrated #FarmerProtest and are working with #Khalistanis to destabilise India?

If you are supporting #FarmersProtest , no shame in saying

YOU ARE TRAITOR
#DelhiUnderAttack #DelhiBlast",1352912052218523648,0,66,False
347,"Be aware farmers on voting next time in any state elections 👇
#BycottAnnahazare #RakeshTikait #gazipurborder #gazipur #GodiMedia #FarmerTikaitVsModiDakait #GodiMediaHataoDeshBachao
#FarmersProtest #KisanAandolan #FarmersProstests @INCIndia @RahulGandhi @priyankagandhi @nsui @IYC https://t.co/u0QogCO8M3",1260203348076007424,0,14647,False
348,"If I miss to check updates related things happening around us on twitter then first person to get updates is @saahilmenghani 
Follow him for real updates and verified news.
#FarmersProtest",1029576160668147713,0,23047,False
349,"Food Subsidy Bill is getting lower year over year since 2018-19.

Since 2016-17 GoI has given 1.35Lakh Cr loan!! GoI is Not supporting FCI with Grant in Aid!!

This is the larger plan to dismantle FCI operation. 

Now poor will die with hunger!!

#FarmersProtest https://t.co/oT4IKT0lti https://t.co/j46bdlRjQ8",877830810,0,13118,False
350,"AAP actively participated in the #DelhiRiots on Republic Day.
#FarmersProtest #FarmersProstests https://t.co/VIksqUbFM9",1158369667431317504,0,451,False
351,#FarmersProtest Every citizen in India needs to see this https://t.co/vHNBTvgvmC,1355137974090952707,0,5,False
352,"Read this. 
#FarmersStandingFirm #FarmersProtest https://t.co/IaDw17gXbf",19639726,0,4215,False
353,"A government can be formed or run with the mindset of revenge. A person with a revenge mentality knows the path of destruction, not of development. He loses consciousness in crushing opposition and pours his people into the blast furnace. #FarmersProtest",391485285,0,7370,False
354,"People on the earth will hear, believe, accept and get influenced what they want or intended to.....and not the brutal truth or reality.
Reality gets under shadowed in the dark.
But remember...What Goes Around Comes Around!

#FarmersProtest #politics #truth #FridayThoughts",2322212367,1,6288,False
355,Still ppl r taking it lightly they r nt aware of the biggest conspiracy against country plotted by desperate communist congress. This is not only Modi hate but to burn country with riots.They r defaming country by #DelhiBlast near #israelembassy in front of world #FarmersProtest,1117591694231228417,0,4099,False
356,"Instead people of this kind should be shooted immediately who are trying to provoke people who r sitting there in cold from 60 days
#SinghuBorder
#FarmerTikaitVsModiDakait
#मोदी_कायर_है
#राकेश_टिकैत_हीरो_है
#FarmersProstest
#IamWithFarmers
#FarmersStandingFirm
#IStandWithFarmers https://t.co/umPGzXB3Bc",1300449881522343938,1,2740,False
357,"#मोदी_कायर_हैं
#किसान_की_फसल_नस्ल_बचाओ 
#मोदी_कायर_हैं 
#राकेश_टिकैत_हीरो_है 
#किसान_के_लिए_बोले_भारत 
#किसान_एकता_जिंदाबाद 
#राकेश_टिकैत_किसानों_की_आवाज_है 
#किसान_आंदोलन_जारी_रहेगा 
#gazipurborder 
#SinghuBorder 
#FarmersProtest 
#FarmBills2020 we all #indian should stand 4 All https://t.co/Jci3nlGeRo",1342480650150895618,1,22,False
358,"@Fatima_Z0hra @Burnyji @YusufTw33ts Yes,point hai or ek point ye bhi hai k BJP ko hume todne ki zrurat hi nhi, hum pehley hi alag-alag hain
Kyun k ""kal tum humare sath nhi the, aaj hum tumhare sath nhi hain""
Idk what's wrong vid people, suddenly they start behaving like 'Andh-bhakts'.
Just stick 2 d #FarmersProtest",913707522871017472,0,1043,False
359,"Hi @DelhiPolice 
Just wanted to say 🖕 you. 
The farmers won't leave. 
You are choosing to incite violence again and failing to protect peaceful protesters.

And you're encouraging us to take over Delhi itself

#BJPGoonsAttackingFarmers 
#FarmerTikaitVsModiDakait #FarmersProtest https://t.co/qAAWSN3C0t",1192738126852177920,1,28898,False
360,"@nusratdidi
SHAME ON AMIT SHAH
SHAME ON DELHI POLICE
SHAME ON BJP GOONS

BJP goons attack Farmers.

#BJPKeGunde apni gundagardi band kro😡
#FarmersProtest 
#BJPdestroysDemocracy https://t.co/CvGrSaPv9x",1309903901815050241,0,7747,False
361,"Khalistani Punjabi &amp; i$lamic terr0rist did a bomb blast near #Israel embassy in india , several cars have damaged. 

#FarmersProtest
#DelhiBlast",1274347014,0,7478,False
362,"Now Modi is facing pressure from the farmers so this stunt has happened. 
Time to put it on Pakistan.
#delhiblast #India #FarmersProtest https://t.co/kioTnamSYh",885734197473628161,0,102965,False
363,"#FarmersProtest should end now at any cost

As we all know hardly any real #Farmer is there

Many elements are hiding behind this so called #protest

#Khalistani or not

No one can hostage #India capital like this &amp; create threat to Security

#EndFarmerProtestNow
#Delhiblast",220928504,0,8942,False
364,Ask your party workers to go at singhu with national flag in the support of #FarmersProtest https://t.co/9qDREwekfW,1333387682890674178,0,6716,False
365,@ANI Was the #FarmersProtest on 26th January a diversion tactic to allow Pakistani terrorists sneak into Delhi?,123479661,0,10195,False
366,"OMG! Sure BJP and fellows gets awkward after saw this video!

This is called Unity 🔥

#FarmersProtest #SinghuBorder https://t.co/CbWetnr9G9",1252541762897207296,8,20,False
367,"Listen to this young educated farmer who is speaking from heart telling the truth and only the truth  . Pls make it viral . #respect #salute #FarmersProtest     https://t.co/d9GPQIGoep         

Guys just listen him 🖕@rwac48 @ambkcsingh sir pls listen to him",113573317,0,1713,False
